0.0	0.0
-0.021000685	2.728384
0.1280147	4.159186
0.37523735	4.9887705
0.62917596	5.491773
0.8493425	5.807969
1.0251731	6.0128756
1.1593001	6.1489463
1.258825	6.2409997
1.3314005	6.304118
1.3837348	6.3478045
1.4211969	6.378234
1.4478798	6.3995214
1.4668263	6.4144564
1.4802496	6.424953
1.4897466	6.4323435
1.5306635	6.2666206
1.5411558	6.176097
1.5387832	6.125052
1.5317901	6.0952234
1.5238872	6.0771017
1.5165925	6.065653
1.5104183	6.0581403
1.5054231	6.053046
1.5014824	6.049495
1.4984235	6.0469637
1.4960786	6.04513
1.4942878	6.0437927
1.4929266	6.042804
1.4918958	6.0420675
1.4911187	6.0415215
1.5005234	6.0670447
1.5094593	6.083477
1.5173118	6.0944157
1.5238998	6.1018744
1.5292242	6.107098
1.5334846	6.110819
1.5369178	6.11359
1.5395699	6.1155643
1.5416472	6.1170774
1.5432605	6.1181884
1.5445064	6.1190524
1.5454988	6.1197267
1.546262	6.1202197
1.5468556	6.1206174
1.5473075	6.120917
